ProbesetID Column.0 Column.1 Column.2 Column.3 Column.4 Column.5 Column.9 Column.10 Column.11 Column.6 Column.7 Column.8
1367560_at 12.559864 12.495291 12.465852 12.43965 12.530665 12.422279 12.531119 12.412083 12.485208 12.6073675 12.4754505 12.526708
1367561_at 12.952495 12.874752 12.934596 12.920247 12.910644 12.8098955 12.848939 12.898194 12.840155 13.014836 12.874712 12.978392
1367562_at 8.579367 8.879206 8.474328 9.016323 7.8984003 8.686604 8.809355 7.855064 9.1859865 8.960343 8.608671 8.831099
1367563_at 9.745461 9.892555 9.767561 9.936787 9.780782 9.803438 9.664711 9.583386 10.082842 9.711659 9.560615 9.673521
1367564_at 6.0491905 6.2347145 6.09536 6.689468 6.521253 6.17111 6.541492 6.3338323 6.256119 6.0831 6.401183 6.0489044
1367565_a_at 14.054337 14.014085 14.0695305 14.029664 14.082846 14.106987 14.03544 13.952919 13.996851 14.022097 14.011702 14.08964
1367566_at 4.4129024 4.44509 4.083121 4.471447 4.1236596 4.1906934 4.0643578 4.158176 4.128871 4.551652 4.2948775 4.2728376
1367567_at 12.436493 12.429943 12.320382 12.526445 12.32428 12.463326 12.262934 12.404222 12.325088 12.510611 12.459286 12.394747
1367568_a_at 9.515448 9.637061 9.498619 9.704212 9.616921 9.911636 9.630318 9.280508 9.78862 9.606032 9.323715 9.359046
1367569_at 12.362454 12.364412 12.33652 12.414143 12.383615 12.385494 12.387305 12.129638 12.293159 12.361381 12.217891 12.1792965
1367570_at 7.2337217 7.310523 7.1140385 7.4150534 7.382189 7.160122 6.9541097 7.208012 7.364896 7.2695575 7.9364605 8.077274
1367571_a_at 5.864293 5.3736644 5.5227265 6.06807 6.144753 5.5336156 5.564202 5.3510656 5.4998965 5.5088844 5.6559134 5.571113
1367572_at 5.0400105 4.9847937 5.191886 5.151937 5.3115425 5.1801844 5.203053 5.272888 5.3351645 5.3064857 5.144064 5.146394
1367573_at 12.653025 12.677624 12.646094 12.729374 12.5782 12.627544 12.66118 12.647263 12.6765175 12.745952 12.68204 12.652719
1367574_at 8.792955 8.807194 8.549566 8.359486 8.624429 8.990948 8.762423 8.727671 8.850706 8.790167 8.625796 8.828077
1367575_at 12.0469475 12.054096 12.065858 12.208589 12.167283 12.101812 12.293889 11.699746 12.26238 12.197604 12.23571 12.139312
1367576_at 13.90128 13.974509 14.004112 14.087833 13.9617195 13.862198 14.024057 13.858791 13.769353 13.855257 13.885479 13.783934
1367577_at 8.3065 6.8174076 8.013554 6.517129 7.1489334 7.5700707 6.796459 7.152363 7.596563 7.876319 7.778713 7.4668703
1367578_at 10.99351 10.934675 11.0152645 10.994076 10.941803 10.89468 10.810333 10.577623 10.875616 11.193657 11.153147 10.993997
1367579_a_at 11.57119 11.172613 11.416536 11.2949915 11.269886 11.443207 11.450945 11.176234 11.500391 11.692593 11.430199 11.585403
1367580_at 12.147825 11.9943695 12.158075 12.151756 11.968757 11.920242 12.068113 11.933599 11.9943695 12.14992 12.06079 12.097458
1367581_a_at 6.694093 5.6964684 6.5524163 6.753069 6.4767375 5.8716106 6.338858 6.3709025 6.8562326 6.3714514 6.4554234 6.665884
1367582_at 12.361626 12.321402 12.344828 12.356172 12.201994 12.33955 12.352063 12.114527 12.244924 12.413037 12.309916 12.396241
1367583_at 13.58813 13.434887 13.307794 13.432765 13.407857 13.460201 13.2529745 13.536289 13.407313 13.219501 13.211408 13.262067
1367584_at 8.350519 8.844412 8.486834 8.549869 8.7154255 8.65266 8.709631 8.447955 8.950605 8.806535 8.63243 8.778922
1367585_a_at 11.099055 11.273253 10.812593 10.799585 10.923515 11.136821 10.826159 10.848335 11.005361 11.102411 10.989284 10.942563
1367586_at 13.236026 13.354637 13.139068 13.307137 13.316994 13.343329 13.220785 12.839912 13.355321 13.153577 13.204724 13.031858
1367587_at 3.2256532 3.4938898 3.5656323 3.4055283 3.2847798 3.430711 3.2288885 3.4755588 3.436486 3.4144878 3.430842 3.3141997
1367588_a_at 12.006731 11.825941 11.787761 11.930806 11.763539 11.78607 11.731916 11.784502 11.793184 11.755237 11.644436 11.910799
1367589_at 9.805584 9.691267 9.637161 9.457251 9.542641 9.7288 9.6952 9.505425 9.790564 9.843693 9.801199 9.58975
1367590_at 11.253683 11.096418 11.235086 11.372033 11.179884 11.121372 11.272978 11.163205 11.116566 11.427577 11.401215 11.432273
1367591_at 10.435532 10.57807 10.58713 10.526482 10.55157 10.573769 10.5850315 10.135075 10.565984 10.588766 10.478729 10.566462
1367592_at 3.482757 3.334144 3.4185252 3.6145306 3.3874884 3.3838863 3.5360582 3.6670253 3.5021515 3.4970436 3.5815783 3.6306882
1367593_at 9.15696 8.827198 9.176602 8.91691 9.192189 8.83039 9.146478 8.358347 8.808361 8.988514 8.908136 9.213962
1367594_at 9.362177 9.604399 9.450265 9.427027 9.485502 9.656225 9.654362 9.109145 9.546872 9.50889 9.308599 9.650977
1367595_s_at 13.89246 13.919672 13.887903 13.9926195 13.941771 13.893679 13.946414 13.858427 13.848536 13.855807 13.813006 13.8720665
1367596_at 12.718511 12.682922 12.752977 12.730676 12.560129 12.63 12.61565 12.805044 12.589508 12.684065 12.665399 12.7095375
1367597_at 12.463844 12.4042635 12.4290695 12.439024 12.344023 12.405905 12.354689 12.322748 12.287162 12.416136 12.336851 12.339307
1367598_at 14.285372 14.293457 14.207526 14.384718 14.236221 14.305199 14.315119 14.31244 14.279531 14.283168 14.308801 14.305112
1367599_at 12.680334 12.570402 12.626082 12.511821 12.504132 12.775972 12.759118 12.344059 12.63763 12.6557455 12.735685 12.706593
1367600_at 5.4997683 5.67928 5.561555 5.547008 5.580596 5.623351 5.507217 5.6277 5.557186 5.955619 5.780023 5.585808
1367601_at 9.147234 9.2832155 8.906151 8.47312 9.057993 8.818752 9.208605 8.692373 8.785586 8.706495 8.498899 8.999123
1367602_at 9.723529 9.732667 9.588199 9.217108 9.57161 9.355338 10.121755 9.776782 9.591446 9.323648 9.381641 9.538046
1367603_at 11.777119 11.673985 11.69177 11.7659 11.618502 11.76606 11.704599 11.3304825 11.632063 11.726479 11.700358 11.606666
1367604_at 11.573071 11.527198 11.681969 11.534703 11.613705 11.524906 11.584385 11.4606695 11.678659 11.666689 11.588641 11.562336
1367605_at 11.455917 11.227489 11.099937 11.191906 11.105406 11.307707 11.118334 10.843668 11.418594 11.4649105 11.197582 11.248434
1367606_at 12.798985 12.776526 12.795133 12.761224 12.735711 12.714835 12.719683 12.720773 12.715317 12.799448 12.765207 12.707323
1367607_at 13.049893 12.910919 12.961721 13.014077 13.006509 13.02836 12.943437 12.861184 12.918677 12.952675 12.907569 12.958763
1367608_at 5.4967566 5.071317 5.586745 5.301262 5.3415303 5.6664767 5.608442 5.227953 5.6752777 5.2668977 5.5550723 5.634248
1367609_at 12.41394 12.590537 12.6922865 12.829598 12.109912 12.1287365 12.578505 11.833556 12.199503 12.448615 12.56924 12.119151
1367610_at 12.8530445 12.730608 12.825049 12.784746 12.664436 12.832047 12.839546 12.646793 12.824414 12.831735 12.655121 12.727903
1367611_at 5.0242314 5.1306643 5.390735 5.425148 5.5869718 5.0591583 5.2624664 5.473842 5.0189943 5.1530395 5.346751 5.2181015
1367612_at 14.23319 14.245461 14.253505 14.198174 14.282054 14.167194 14.195437 14.247351 14.190467 14.253433 14.164344 14.22971
1367613_at 13.054584 13.018993 13.118858 13.214039 12.994624 12.929394 12.997414 13.022368 13.1205 13.225334 13.13746 13.024449
1367614_at 7.7599554 7.9450035 7.226877 7.814373 7.5212727 8.069605 7.901278 7.486799 7.796465 8.119756 7.6572323 8.01003
1367615_at 4.0931606 4.0694947 4.3085365 3.9033637 3.9822042 3.9450636 3.9141102 4.1872697 4.1860266 4.305398 4.1778803 4.0967164
1367616_at 4.4712944 4.536036 4.569185 4.6800976 4.327832 4.669314 4.5830655 4.7016807 4.5150166 4.357277 4.460458 4.656741
1367617_at 9.644836 9.551172 9.430191 9.417958 9.636554 9.65816 9.651397 9.301596 9.682286 9.747338 9.792873 9.60973
1367618_a_at 11.074318 11.418388 11.429575 11.365496 11.376129 11.353134 11.344646 11.2104435 11.385654 11.413046 11.322329 11.478853
1367619_at 12.912414 12.782956 12.942971 12.896611 13.113034 12.779921 12.890647 13.230518 12.92477 13.002377 13.004356 13.117979
1367620_at 13.050029 13.044399 12.937754 13.111134 12.961017 13.094684 13.02072 12.882756 12.995906 12.962089 12.878713 13.083922
1367621_at 9.229368 9.099162 9.143059 8.998957 9.071201 9.237854 9.053994 8.591636 9.1831 9.167205 9.165646 9.092345
1367622_at 12.811019 12.717337 12.769671 12.833668 12.7624035 12.7918415 12.768753 12.571484 12.728789 12.764866 12.805197 12.706214
1367623_at 12.794866 12.696898 12.633892 12.721374 12.64376 12.638537 12.633907 12.403811 12.683793 12.707559 12.604239 12.563729
1367624_at 10.658705 10.845206 10.740985 10.907068 11.0069275 11.112637 11.067755 10.841442 10.926353 10.675261 10.829464 10.892279
1367625_at 13.5631 13.44106 13.478058 13.560337 13.499235 13.475278 13.542557 13.495591 13.459203 13.541539 13.53118 13.475898
1367626_at 4.8587265 4.710828 5.137152 4.9596953 4.7984104 4.8779383 5.0365 5.249324 4.787451 4.663074 4.8305807 5.0548935
1367627_at 8.30733 8.717791 8.324645 7.9183 8.183674 8.454259 8.205189 8.436112 8.091064 8.301138 8.040135 8.281865
1367628_at 6.2021294 7.014812 6.940461 7.040696 6.4244747 7.1214385 6.7701945 6.8114905 7.503562 6.8485575 6.7066836 7.1951427
1367629_at 12.692226 12.620673 12.533745 12.697218 12.576852 12.59775 12.531304 12.332733 12.586641 12.621773 12.669212 12.5358305
1367630_at 12.890597 12.852998 12.899666 12.848283 12.852173 12.884018 12.821612 12.776054 12.84124 12.890877 12.860868 12.765959
1367631_at 6.591754 6.4455595 6.811585 5.8050895 6.635766 6.2392616 6.05474 4.9859066 7.7367887 5.8234262 6.1043234 6.4536896
1367632_at 9.377573 9.657824 9.97192 9.468273 10.109375 9.92708 9.364498 10.173668 9.870178 9.871939 9.564762 9.563435
1367633_at 9.280783 9.497018 9.58772 9.112723 9.810294 9.644442 9.25458 10.018877 9.725879 9.896181 9.694759 9.304929
1367634_at 12.956536 12.907343 12.957766 12.87934 12.868105 12.918685 12.907598 12.853479 12.868391 12.980379 12.823721 12.790353
1367635_at 12.6536 12.661604 12.70638 12.823938 12.713875 12.721817 12.806548 13.029204 12.803021 12.71289 12.649838 12.853086
1367636_at 7.75752 7.9545374 7.9680066 7.7515073 7.8668633 7.9014654 7.847197 7.6431932 7.8120594 8.047561 8.010556 7.890648
1367637_a_at 11.277635 11.153415 11.197201 11.037602 11.164112 11.221805 11.192727 11.104174 11.222636 11.223888 11.125111 11.320572
1367638_at 10.314351 10.130165 9.878802 9.782429 9.847446 9.973039 9.829768 9.64618 9.97918 10.022419 10.055565 9.79172
1367639_a_at 12.824515 12.859585 12.841365 12.907982 13.040466 12.709902 12.533042 12.949202 12.7057905 12.728678 12.601323 12.983547
1367640_at 12.974519 12.977267 13.01367 12.974883 12.937005 12.895205 12.919466 12.993745 12.87482 12.948972 12.901502 12.888785
1367641_at 13.66678 13.697892 13.716564 13.78652 13.661155 13.696312 13.681599 13.517274 13.696338 13.728166 13.753989 13.729473
1367642_at 11.406504 11.3060665 11.369358 11.473087 11.224207 11.449892 11.292789 11.101662 11.262171 11.326733 11.320978 11.271835
1367643_at 12.008728 12.079699 11.889008 12.199086 12.048819 11.967357 12.102657 11.367376 12.041367 12.037699 11.998468 12.040205
1367644_at 7.6382236 7.8622866 7.375516 7.500581 7.9150014 7.5459743 7.675759 7.5762615 7.5424376 7.7057343 7.467887 7.609107
1367645_at 13.20646 13.117444 13.166835 13.116658 13.053182 13.164998 13.079585 13.167846 13.100233 13.208304 13.06702 13.043812
1367646_at 12.330864 12.373251 12.324663 12.318582 12.316805 12.439671 12.680371 12.189978 12.436327 12.337979 12.326907 12.3059845
1367647_at 14.362948 14.329721 14.343124 14.321307 14.323211 14.303867 14.311786 14.357094 14.331445 14.272744 14.326269 14.365585
1367648_at 6.102036 6.055964 5.897607 5.9910045 6.410646 5.750348 5.7845745 6.583149 5.7484283 6.0254846 6.4231486 6.1257586
1367649_at 6.1224394 6.620018 6.654834 6.414085 6.916883 6.683153 6.6038237 6.6842394 6.881378 6.7910066 6.6680527 6.564469
1367650_at 6.9677944 6.843414 6.697894 7.065815 6.837993 6.692223 6.82096 6.515935 7.0135036 7.023727 6.645768 6.7799325
1367651_at 10.560047 10.597593 10.283501 10.339743 10.329809 10.708466 10.490372 10.17433 10.362345 10.701502 10.85977 10.621004
1367652_at 9.83749 10.090674 10.436572 10.248724 10.245476 10.317441 10.21641 9.6223 10.260837 9.882144 9.815346 9.838414
1367653_a_at 12.557568 12.540138 12.524826 12.730765 12.64389 12.82381 12.783618 12.580837 12.678905 12.562011 12.701751 12.668308
